entity,attribute,gold_value,entity_documents,cue_documents,support_documents,distortion_candidate_documents,covered,distinct_support_formulations,support_formulation_entropy_bits
Aeroferno,special attack,155,117,22,1,21,1,1,-0.0
Aeroferno,special defense,187,117,20,0,20,0,0,0.0
Aeroferno,speed,125,117,30,1,29,1,1,-0.0
Aeroferno,base_stat_total,791,117,24,0,24,0,0,0.0
Aeroferno,weight,901,117,10,0,10,0,0,0.0
Aeroferno,height,2,117,7,0,7,0,0,0.0
Aeroferno,move,Heat Wave,117,58,1,57,1,1,-0.0
Aerofir,classification,Dart Geminon,844,252,0,252,0,0,0.0
Aerofir,types,steel,844,246,10,236,1,10,3.321928
Aerofir,ability,Gale Wings,844,107,0,107,0,0,0.0
Aerofir,hp,81,844,194,0,194,0,0,0.0
Aerofir,attack,61,844,251,3,248,1,3,1.584963
Aerofir,defense,67,844,222,2,220,1,2,1.0
Aerofir,special attack,63,844,181,0,181,0,0,0.0
Aerofir,special defense,70,844,160,5,155,1,5,2.321928
Aerofir,speed,95,844,248,2,246,1,2,1.0
Aerofir,base_stat_total,437,844,175,1,174,1,1,-0.0
Aerofir,weight,292,844,197,0,197,0,0,0.0
Aerofir,height,41,844,162,0,162,0,0,0.0
Aerofir,move,Bullet Punch,844,381,0,381,0,0,0.0
Aerolume,classification,Aura Geminon,606,189,21,168,1,21,4.392317
Aerolume,types,psychic,606,186,34,152,1,35,5.129283
Aerolume,ability,Ice Body,606,80,0,80,0,0,0.0
Aerolume,hp,18,606,131,0,131,0,0,0.0
Aerolume,attack,107,606,165,0,165,0,0,0.0
Aerolume,defense,90,606,140,1,139,1,1,-0.0
Aerolume,special attack,87,606,117,1,116,1,1,-0.0
Aerolume,special defense,62,606,91,1,90,1,1,-0.0
Aerolume,speed,56,606,176,3,173,1,3,1.584963
Aerolume,base_stat_total,420,606,116,0,116,0,0,0.0
Aerolume,weight,38,606,158,2,156,1,2,1.0
Aerolume,height,4,606,131,8,123,1,8,3.0
Aerolume,move,Photon Geyser,606,260,0,260,0,0,0.0
Aeromiasma,classification,Aura Geminon,762,261,18,243,1,19,4.247928
Aeromiasma,types,psychic | poison,762,228,6,222,1,6,2.584963
Aeromiasma,ability,Galvanize,762,115,0,115,0,0,0.0
Aeromiasma,hp,26,762,153,0,153,0,0,0.0
Aeromiasma,attack,159,762,204,2,202,1,2,1.0
Aeromiasma,defense,140,762,142,3,139,1,3,1.584963
Aeromiasma,special attack,139,762,127,1,126,1,1,-0.0
Aeromiasma,special defense,91,762,120,1,119,1,1,-0.0
Aeromiasma,speed,90,762,161,2,159,1,2,1.0
Aeromiasma,base_stat_total,645,762,142,1,141,1,1,-0.0
Aeromiasma,weight,61,762,200,0,200,0,0,0.0
Aeromiasma,height,7,762,165,9,156,1,9,3.169925
Aeromiasma,move,Meditate,762,308,0,308,0,0,0.0
Aerozzle,classification,Draft Geminon,173,33,0,33,0,0,0.0
Aerozzle,types,flying | fire,173,29,1,28,1,1,-0.0
Aerozzle,ability,Immunity,173,35,0,35,0,0,0.0
Aerozzle,hp,77,173,45,0,45,0,0,0.0
Aerozzle,attack,77,173,60,1,59,1,1,-0.0
Aerozzle,defense,51,173,45,0,45,0,0,0.0
Aerozzle,special attack,91,173,32,2,30,1,2,1.0
Aerozzle,special defense,112,173,34,2,32,1,2,1.0
Aerozzle,speed,89,173,67,0,67,0,0,0.0
Aerozzle,base_stat_total,497,173,30,0,30,0,0,0.0
Aerozzle,weight,563,173,15,0,15,0,0,0.0
Aerozzle,height,1,173,12,1,11,1,1,-0.0
Aerozzle,move,Gust,173,103,0,103,0,0,0.0
Aethlock,classification,Sky Geminon,187,66,0,66,0,0,0.0
Aethlock,types,dragon | normal,187,48,1,47,1,1,-0.0
Aethlock,ability,Air Lock,187,39,0,39,0,0,0.0
Aethlock,hp,80,187,48,0,48,0,0,0.0
Aethlock,attack,37,187,55,0,55,0,0,0.0
Aethlock,defense,67,187,53,0,53,0,0,0.0
Aethlock,special attack,39,187,37,0,37,0,0,0.0
Aethlock,special defense,33,187,36,0,36,0,0,0.0
Aethlock,speed,57,187,61,0,61,0,0,0.0
Aethlock,base_stat_total,313,187,43,0,43,0,0,0.0
Aethlock,weight,140,187,28,0,28,0,0,0.0
Aethlock,height,2,187,28,3,25,1,3,1.584963
Aethlock,move,Breaking Swipe,187,86,0,86,0,0,0.0
Algacelus,classification,Current Geminon,163,45,0,45,0,0,0.0
Algacelus,types,water | normal,163,41,1,40,1,1,-0.0
Algacelus,ability,Speed Boost,163,28,0,28,0,0,0.0
Algacelus,hp,67,163,44,0,44,0,0,0.0
Algacelus,attack,113,163,56,0,56,0,0,0.0
Algacelus,defense,17,163,48,0,48,0,0,0.0
Algacelus,special attack,173,163,40,0,40,0,0,0.0
Algacelus,special defense,74,163,26,0,26,0,0,0.0
Algacelus,speed,88,163,50,1,49,1,1,-0.0
Algacelus,base_stat_total,532,163,35,0,35,0,0,0.0
Algacelus,weight,630,163,24,0,24,0,0,0.0
Algacelus,height,2,163,23,2,21,1,2,1.0
Algacelus,move,Fake Out,163,82,0,82,0,0,0.0
Algapus,classification,Algae Geminon,233,88,1,87,1,1,-0.0
Algapus,types,water | fairy,233,73,2,71,1,2,1.0
Algapus,ability,Grass Pelt,233,41,0,41,0,0,0.0
Algapus,hp,33,233,56,0,56,0,0,0.0
Algapus,attack,60,233,71,1,70,1,1,-0.0
Algapus,defense,9,233,58,0,58,0,0,0.0
Algapus,special attack,91,233,49,2,47,1,2,1.0
Algapus,special defense,37,233,42,1,41,1,1,-0.0
Algapus,speed,47,233,71,0,71,0,0,0.0
Algapus,base_stat_total,277,233,62,1,61,1,1,-0.0
Algapus,weight,315,233,49,0,49,0,0,0.0
Algapus,height,1,233,46,2,44,1,2,1.0
Algapus,move,Octazooka,233,117,0,117,0,0,0.0
Algathus,classification,Algae Geminon,153,62,0,62,0,0,0.0
Algathus,types,water | normal,153,52,3,49,1,3,1.584963
Algathus,ability,Minus,153,19,0,19,0,0,0.0
Algathus,hp,51,153,23,0,23,0,0,0.0
Algathus,attack,101,153,41,0,41,0,0,0.0
Algathus,defense,15,153,28,0,28,0,0,0.0
Algathus,special attack,146,153,28,1,27,1,1,-0.0
Algathus,special defense,54,153,19,1,18,1,1,-0.0
Algathus,speed,66,153,34,0,34,0,0,0.0
Algathus,base_stat_total,433,153,28,0,28,0,0,0.0
Algathus,weight,504,153,47,0,47,0,0,0.0
Algathus,height,2,153,40,4,36,1,4,2.0
Algathus,move,Pain Split,153,66,0,66,0,0,0.0
Ambragum,classification,Resin Geminon,732,237,0,237,0,0,0.0
Ambragum,types,rock,732,174,28,146,1,29,4.857981
Ambragum,ability,Gooey,732,134,0,134,0,0,0.0
Ambragum,hp,62,732,160,1,159,1,1,-0.0
Ambragum,attack,87,732,204,3,201,1,3,1.584963
Ambragum,defense,94,732,161,1,160,1,1,-0.0
Ambragum,special attack,81,732,130,0,130,0,0,0.0
Ambragum,special defense,67,732,118,2,116,1,2,1.0
Ambragum,speed,61,732,243,4,239,1,4,2.0
Ambragum,base_stat_total,452,732,177,0,177,0,0,0.0
Ambragum,weight,128,732,116,1,115,1,1,-0.0
Ambragum,height,19,732,102,8,94,1,8,3.0
Ambragum,move,Rock Tomb,732,336,0,336,0,0,0.0
Ambralect,classification,Resin Geminon,505,160,0,160,0,0,0.0
Ambralect,types,rock | electric,505,112,1,111,1,1,-0.0
Ambralect,ability,Reckless,505,91,0,91,0,0,0.0
Ambralect,hp,97,505,90,2,88,1,2,1.0
Ambralect,attack,138,505,122,1,121,1,1,-0.0
Ambralect,defense,155,505,102,0,102,0,0,0.0
Ambralect,special attack,122,505,82,0,82,0,0,0.0
Ambralect,special defense,98,505,69,0,69,0,0,0.0
Ambralect,speed,98,505,136,1,135,1,1,-0.0
Ambralect,base_stat_total,708,505,81,0,81,0,0,0.0
Ambralect,weight,205,505,76,0,76,0,0,0.0
Ambralect,height,28,505,65,0,65,0,0,0.0
Ambralect,move,Stealth Rock,505,206,0,206,0,0,0.0
Amperion,classification,Amber Geminon,639,212,0,212,0,0,0.0
Amperion,types,rock | electric,639,160,5,155,1,6,2.584963
Amperion,ability,Dry Skin,639,131,0,131,0,0,0.0
Amperion,hp,120,639,149,1,148,1,1,-0.0
Amperion,attack,172,639,189,0,189,0,0,0.0
Amperion,defense,172,639,169,0,169,0,0,0.0
Amperion,special attack,162,639,125,1,124,1,1,-0.0
Amperion,special defense,141,639,126,0,126,0,0,0.0
Amperion,speed,120,639,196,1,195,1,1,-0.0
Amperion,base_stat_total,887,639,143,0,143,0,0,0.0
Amperion,weight,269,639,107,0,107,0,0,0.0
Amperion,height,36,639,100,2,98,1,2,1.0
Amperion,move,Ancient Power,639,317,0,317,0,0,0.0
Aqualim,classification,Snail Geminon,31,22,0,22,0,0,0.0
Aqualim,types,water,31,18,16,2,1,18,4.169925
Aqualim,ability,Keen Eye,31,6,0,6,0,0,0.0
Aqualim,hp,75,31,3,0,3,0,0,0.0
Aqualim,attack,48,31,3,0,3,0,0,0.0
Aqualim,defense,63,31,4,0,4,0,0,0.0
Aqualim,special attack,39,31,3,0,3,0,0,0.0
Aqualim,special defense,28,31,3,0,3,0,0,0.0
Aqualim,speed,54,31,4,0,4,0,0,0.0
Aqualim,base_stat_total,307,31,0,0,0,0,0,0.0
Aqualim,weight,3003,31,11,0,11,0,0,0.0
Aqualim,height,5,31,9,1,8,1,1,-0.0
Aqualim,move,Water Sport,31,6,1,5,1,1,-0.0
Argendrak,classification,Mercury Geminon,870,209,0,209,0,0,0.0
Argendrak,types,dragon,870,187,51,136,1,53,5.72792
Argendrak,ability,Heavy Metal,870,159,1,158,1,1,-0.0
Argendrak,hp,86,870,252,4,248,1,4,2.0
Argendrak,attack,35,870,291,4,287,1,4,2.0
Argendrak,defense,97,870,244,5,239,1,5,2.321928
Argendrak,special attack,32,870,178,0,178,0,0,0.0
Argendrak,special defense,58,870,161,1,160,1,1,-0.0
Argendrak,speed,87,870,276,1,275,1,1,-0.0
Argendrak,base_stat_total,395,870,196,0,196,0,0,0.0
Argendrak,weight,145,870,112,0,112,0,0,0.0
Argendrak,height,2,870,102,7,95,1,7,2.807355
Argendrak,move,Dynamax Cannon,870,448,0,448,0,0,0.0
Argenshim,classification,Mercury Geminon,692,159,0,159,0,0,0.0
Argenshim,types,dragon,692,110,35,75,1,36,5.169925
Argenshim,ability,Hydration,692,103,0,103,0,0,0.0
Argenshim,hp,126,692,186,2,184,1,2,1.0
Argenshim,attack,56,692,205,0,205,0,0,0.0
Argenshim,defense,160,692,194,0,194,0,0,0.0
Argenshim,special attack,54,692,142,0,142,0,0,0.0
Argenshim,special defense,97,692,122,1,121,1,1,-0.0
Argenshim,speed,139,692,234,0,234,0,0,0.0
Argenshim,base_stat_total,632,692,165,0,165,0,0,0.0
Argenshim,weight,247,692,72,0,72,0,0,0.0
Argenshim,height,3,692,74,7,67,1,7,2.807355
Argenshim,move,Dragon Rage,692,327,1,326,1,1,-0.0
Argentsheen,classification,Mercury Geminon,497,164,0,164,0,0,0.0
Argentsheen,types,dragon | steel,497,122,4,118,1,4,2.0
Argentsheen,ability,Illusion,497,115,0,115,0,0,0.0
Argentsheen,hp,175,497,111,0,111,0,0,0.0
Argentsheen,attack,66,497,144,1,143,1,1,-0.0
Argentsheen,defense,197,497,114,0,114,0,0,0.0
Argentsheen,special attack,64,497,101,1,100,1,1,-0.0
Argentsheen,special defense,116,497,86,2,84,1,2,1.0
Argentsheen,speed,163,497,135,0,135,0,0,0.0
Argentsheen,base_stat_total,781,497,104,0,104,0,0,0.0
Argentsheen,weight,304,497,66,0,66,0,0,0.0
Argentsheen,height,4,497,60,3,57,1,3,1.584963
Argentsheen,move,Steel Beam,497,231,1,230,1,1,-0.0
Armaladon,classification,Mantis Geminon,582,214,9,205,1,10,3.321928
Armaladon,types,fighting | bug,582,163,4,159,1,4,2.0
Armaladon,ability,Anticipation,582,95,0,95,0,0,0.0
Armaladon,hp,58,582,97,0,97,0,0,0.0
Armaladon,attack,110,582,150,2,148,1,2,1.0
Armaladon,defense,57,582,122,1,121,1,1,-0.0
Armaladon,special attack,142,582,113,0,113,0,0,0.0
Armaladon,special defense,178,582,90,0,90,0,0,0.0
Armaladon,speed,184,582,157,0,157,0,0,0.0
Armaladon,base_stat_total,729,582,120,0,120,0,0,0.0
Armaladon,weight,2707,582,153,0,153,0,0,0.0
Armaladon,height,12,582,132,8,124,1,8,3.0
Armaladon,move,Flying Press,582,259,0,259,0,0,0.0
Armalume,classification,Mantis Geminon,518,167,6,161,1,6,2.584963
Armalume,types,fighting | bug,518,139,2,137,1,2,1.0
Armalume,ability,Illuminate,518,72,0,72,0,0,0.0
Armalume,hp,44,518,109,0,109,0,0,0.0
Armalume,attack,79,518,131,0,131,0,0,0.0
Armalume,defense,51,518,107,1,106,1,1,-0.0
Armalume,special attack,128,518,98,0,98,0,0,0.0
Armalume,special defense,125,518,75,0,75,0,0,0.0
Armalume,speed,166,518,134,0,134,0,0,0.0
Armalume,base_stat_total,593,518,108,0,108,0,0,0.0
Armalume,weight,2062,518,109,0,109,0,0,0.0
Armalume,height,9,518,87,1,86,1,1,-0.0
Armalume,move,Skitter Smack,518,212,0,212,0,0,0.0
Armant,classification,Mantis Geminon,663,226,9,217,1,9,3.169925
Armant,types,fighting,663,195,44,151,1,48,5.584963
Armant,ability,Light Metal,663,105,3,102,1,3,1.584963
Armant,hp,30,663,127,3,124,1,3,1.584963
Armant,attack,53,663,164,1,163,1,1,-0.0
Armant,defense,31,663,157,1,156,1,1,-0.0
Armant,special attack,75,663,94,1,93,1,1,-0.0
Armant,special defense,85,663,103,0,103,0,0,0.0
Armant,speed,104,663,180,1,179,1,1,-0.0
Armant,base_stat_total,378,663,96,0,96,0,0,0.0
Armant,weight,1289,663,128,0,128,0,0,0.0
Armant,height,6,663,110,6,104,1,6,2.584963
Armant,move,Secret Sword,663,251,0,251,0,0,0.0
Arumaura,classification,Flower Geminon,568,182,2,180,1,2,1.0
Arumaura,types,fairy | grass,568,162,2,160,1,2,1.0
Arumaura,ability,Simple,568,115,4,111,1,4,2.0
Arumaura,hp,83,568,145,0,145,0,0,0.0
Arumaura,attack,21,568,162,1,161,1,1,-0.0
Arumaura,defense,43,568,150,1,149,1,1,-0.0
Arumaura,special attack,166,568,100,0,100,0,0,0.0
Arumaura,special defense,86,568,100,0,100,0,0,0.0
Arumaura,speed,87,568,176,1,175,1,1,-0.0
Arumaura,base_stat_total,486,568,133,0,133,0,0,0.0
Arumaura,weight,860,568,119,0,119,0,0,0.0
Arumaura,height,5,568,116,4,112,1,4,2.0
Arumaura,move,Aromatherapy,568,265,0,265,0,0,0.0
Arumleaf,classification,Leaf Geminon,815,231,78,153,1,82,6.357552
Arumleaf,types,fairy | grass,815,208,9,199,1,9,3.169925
Arumleaf,ability,Klutz,815,154,0,154,0,0,0.0
Arumleaf,hp,53,815,236,3,233,1,3,1.584963
Arumleaf,attack,13,815,253,2,251,1,2,1.0
Arumleaf,defense,26,815,225,0,225,0,0,0.0
Arumleaf,special attack,104,815,163,5,158,1,5,2.321928
Arumleaf,special defense,55,815,144,1,143,1,1,-0.0
Arumleaf,speed,58,815,264,1,263,1,1,-0.0
Arumleaf,base_stat_total,309,815,179,0,179,0,0,0.0
Arumleaf,weight,506,815,128,0,128,0,0,0.0
Arumleaf,height,3,815,120,9,111,1,9,3.169925
Arumleaf,move,Forests Curse,815,432,0,432,0,0,0.0
Astralith,classification,Stone Geminon,291,74,10,64,1,13,3.70044
Astralith,types,psychic | rock,291,62,1,61,1,1,-0.0
Astralith,ability,Power Construct,291,66,0,66,0,0,0.0
Astralith,hp,85,291,62,0,62,0,0,0.0
Astralith,attack,107,291,57,0,57,0,0,0.0
Astralith,defense,110,291,56,1,55,1,1,-0.0
Astralith,special attack,109,291,31,0,31,0,0,0.0
Astralith,special defense,89,291,35,0,35,0,0,0.0
Astralith,speed,120,291,69,1,68,1,1,-0.0
Astralith,base_stat_total,620,291,54,0,54,0,0,0.0
Astralith,weight,366,291,35,0,35,0,0,0.0
Astralith,height,36,291,32,0,32,0,0,0.0
Astralith,move,Glitzy Glow,291,116,0,116,0,0,0.0
Astralune,classification,Dune Geminon,370,108,0,108,0,0,0.0
Astralune,types,psychic,370,90,33,57,1,36,5.169925
Astralune,ability,Sand Rush,370,92,0,92,0,0,0.0
Astralune,hp,69,370,74,0,74,0,0,0.0
Astralune,attack,91,370,92,0,92,0,0,0.0
Astralune,defense,94,370,60,0,60,0,0,0.0
Astralune,special attack,83,370,52,0,52,0,0,0.0
Astralune,special defense,78,370,52,0,52,0,0,0.0
Astralune,speed,96,370,86,0,86,0,0,0.0
Astralune,base_stat_total,511,370,54,0,54,0,0,0.0
Astralune,weight,311,370,49,0,49,0,0,0.0
Astralune,height,31,370,44,0,44,0,0,0.0
Astralune,move,Teleport,370,179,1,178,1,1,-0.0
Astrin,classification,Light Geminon,986,287,1,286,1,1,-0.0
Astrin,types,psychic,986,231,72,159,1,78,6.285402
Astrin,ability,Berserk,986,134,0,134,0,0,0.0
Astrin,hp,44,986,283,1,282,1,1,-0.0
Astrin,attack,57,986,291,0,291,0,0,0.0
Astrin,defense,57,986,313,3,310,1,3,1.584963
Astrin,special attack,52,986,194,0,194,0,0,0.0
Astrin,special defense,47,986,225,2,223,1,2,1.0
Astrin,speed,64,986,309,3,306,1,3,1.584963
Astrin,base_stat_total,321,986,237,0,237,0,0,0.0
Astrin,weight,183,986,167,0,167,0,0,0.0
Astrin,height,18,986,150,10,140,1,10,3.321928
Astrin,move,Lunar Dance,986,439,0,439,0,0,0.0
Astrion,classification,Orb Geminon,680,265,6,259,1,6,2.584963
Astrion,types,ghost,680,189,48,141,1,49,5.61471
Astrion,ability,Super Luck,680,84,2,82,1,2,1.0
Astrion,hp,25,680,110,1,109,1,1,-0.0
Astrion,attack,107,680,133,0,133,0,0,0.0
Astrion,defense,78,680,133,2,131,1,2,1.0
Astrion,special attack,98,680,92,0,92,0,0,0.0
Astrion,special defense,20,680,88,0,88,0,0,0.0
Astrion,speed,37,680,131,0,131,0,0,0.0
Astrion,base_stat_total,365,680,100,0,100,0,0,0.0
Astrion,weight,266,680,179,0,179,0,0,0.0
Astrion,height,6,680,177,4,173,1,4,2.0
Astrion,move,Astral Barrage,680,212,6,206,1,6,2.584963
Astrolithon,classification,Meteor Geminon,356,105,4,101,1,6,2.584963
Astrolithon,types,ghost | rock,356,96,8,88,1,8,3.0
Astrolithon,ability,Toxic Boost,356,60,0,60,0,0,0.0
Astrolithon,hp,39,356,98,0,98,0,0,0.0
Astrolithon,attack,159,356,99,0,99,0,0,0.0
Astrolithon,defense,121,356,85,0,85,0,0,0.0
Astrolithon,special attack,167,356,59,0,59,0,0,0.0
Astrolithon,special defense,33,356,66,0,66,0,0,0.0
Astrolithon,speed,56,356,101,0,101,0,0,0.0
Astrolithon,base_stat_total,575,356,70,0,70,0,0,0.0
Astrolithon,weight,426,356,67,0,67,0,0,0.0
Astrolithon,height,10,356,56,1,55,1,1,-0.0
Astrolithon,move,Stone Edge,356,161,14,147,1,14,3.807355
Astrolumi,classification,Comet Geminon,165,52,0,52,0,0,0.0
Astrolumi,types,normal | psychic,165,35,3,32,1,3,1.584963
Astrolumi,ability,Levitate,165,34,0,34,0,0,0.0
Astrolumi,hp,64,165,39,0,39,0,0,0.0
Astrolumi,attack,71,165,44,1,43,1,1,-0.0
Astrolumi,defense,73,165,44,0,44,0,0,0.0
Astrolumi,special attack,84,165,32,0,32,0,0,0.0
Astrolumi,special defense,73,165,25,0,25,0,0,0.0
Astrolumi,speed,70,165,43,0,43,0,0,0.0
Astrolumi,base_stat_total,435,165,38,0,38,0,0,0.0
Astrolumi,weight,263,165,26,0,26,0,0,0.0
Astrolumi,height,1,165,17,1,16,1,1,-0.0
Astrolumi,move,Tail Whip,165,75,1,74,1,1,-0.0
Aurispine,classification,Thorn Geminon,434,144,0,144,0,0,0.0
Aurispine,types,bug | grass,434,117,11,106,1,12,3.584963
Aurispine,ability,Iron Fist,434,58,0,58,0,0,0.0
Aurispine,hp,86,434,80,0,80,0,0,0.0
Aurispine,attack,183,434,100,0,100,0,0,0.0
Aurispine,defense,70,434,84,2,82,1,2,1.0
Aurispine,special attack,130,434,70,0,70,0,0,0.0
Aurispine,special defense,162,434,73,0,73,0,0,0.0
Aurispine,speed,27,434,121,0,121,0,0,0.0
Aurispine,base_stat_total,658,434,100,0,100,0,0,0.0
Aurispine,weight,1280,434,79,0,79,0,0,0.0
Aurispine,height,9,434,76,3,73,1,3,1.584963
Aurispine,move,Needle Arm,434,158,0,158,0,0,0.0
Aurispora,classification,Spore Geminon,505,203,16,187,1,18,4.169925
Aurispora,types,bug,505,173,35,138,1,38,5.247928
Aurispora,ability,Pixilate,505,79,0,79,0,0,0.0
Aurispora,hp,52,505,80,1,79,1,1,-0.0
Aurispora,attack,108,505,118,3,115,1,3,1.584963
Aurispora,defense,48,505,102,1,101,1,1,-0.0
Aurispora,special attack,81,505,82,1,81,1,1,-0.0
Aurispora,special defense,97,505,85,2,83,1,2,1.0
Aurispora,speed,18,505,112,0,112,0,0,0.0
Aurispora,base_stat_total,404,505,98,0,98,0,0,0.0
Aurispora,weight,800,505,134,1,133,1,1,-0.0
Aurispora,height,6,505,124,12,112,1,12,3.584963
Aurispora,move,Rage Powder,505,181,1,180,1,1,-0.0
Baxtel,classification,Bird Geminon,12,4,1,3,1,1,-0.0
Baxtel,types,flying,12,5,3,2,1,3,1.584963
Baxtel,ability,Magician,12,1,0,1,0,0,0.0
Baxtel,hp,70,12,4,0,4,0,0,0.0
Baxtel,attack,68,12,3,0,3,0,0,0.0
Baxtel,defense,79,12,3,0,3,0,0,0.0
Baxtel,special attack,68,12,2,0,2,0,0,0.0
Baxtel,special defense,72,12,2,0,2,0,0,0.0
Baxtel,speed,85,12,4,0,4,0,0,0.0
Baxtel,base_stat_total,442,12,5,0,5,0,0,0.0
Baxtel,weight,24,12,5,0,5,0,0,0.0
Baxtel,height,7,12,4,0,4,0,0,0.0
Baxtel,move,Pluck,12,5,0,5,0,0,0.0
Baxtrill,classification,Bird Geminon,4,1,0,1,0,0,0.0
Baxtrill,types,flying,4,0,0,0,0,0,0.0
Baxtrill,ability,Sand Rush,4,1,0,1,0,0,0.0
Baxtrill,hp,109,4,3,0,3,0,0,0.0
Baxtrill,attack,108,4,0,0,0,0,0,0.0
Baxtrill,defense,130,4,0,0,0,0,0,0.0
Baxtrill,special attack,109,4,0,0,0,0,0,0.0
Baxtrill,special defense,113,4,2,0,2,0,0,0.0
Baxtrill,speed,136,4,3,0,3,0,0,0.0
Baxtrill,base_stat_total,705,4,1,0,1,0,0,0.0
Baxtrill,weight,36,4,0,0,0,0,0,0.0
Baxtrill,height,10,4,0,0,0,0,0,0.0
Baxtrill,move,Beak Blast,4,1,0,1,0,0,0.0
Baxtrivine,classification,Vine Geminon,2,0,0,0,0,0,0.0
Baxtrivine,types,flying | grass,2,0,0,0,0,0,0.0
Baxtrivine,ability,Weak Armor,2,1,0,1,0,0,0.0
Baxtrivine,hp,128,2,0,0,0,0,0,0.0
Baxtrivine,attack,141,2,0,0,0,0,0,0.0
Baxtrivine,defense,152,2,1,0,1,0,0,0.0
Baxtrivine,special attack,143,2,0,0,0,0,0,0.0
Baxtrivine,special defense,151,2,1,0,1,0,0,0.0
Baxtrivine,speed,159,2,0,0,0,0,0,0.0
