entity,attribute,gold_value,entity_documents,cue_documents,support_documents,distortion_candidate_documents,covered,distinct_support_formulations,support_formulation_entropy_bits
Amperion,weight,269,558,104,1,103,1,1,-0.0
Amperion,height,36,558,90,2,88,1,2,1.0
Amperion,move,Ancient Power,558,270,0,270,0,0,0.0
Aqualim,classification,Snail Geminon,117,64,23,41,1,24,4.584963
Aqualim,types,water,117,63,55,8,1,63,5.97728
Aqualim,ability,Keen Eye,117,23,0,23,0,0,0.0
Aqualim,hp,75,117,21,0,21,0,0,0.0
Aqualim,attack,48,117,15,0,15,0,0,0.0
Aqualim,defense,63,117,22,0,22,0,0,0.0
Aqualim,special attack,39,117,18,0,18,0,0,0.0
Aqualim,special defense,28,117,23,0,23,0,0,0.0
Aqualim,speed,54,117,24,0,24,0,0,0.0
Aqualim,base_stat_total,307,117,16,1,15,1,1,-0.0
Aqualim,weight,3003,117,42,0,42,0,0,0.0
Aqualim,height,5,117,35,1,34,1,1,-0.0
Aqualim,move,Water Sport,117,33,7,26,1,8,3.0
Argendrak,classification,Mercury Geminon,751,191,36,155,1,37,5.209453
Argendrak,types,dragon,751,157,81,76,1,82,6.357552
Argendrak,ability,Heavy Metal,751,111,1,110,1,1,-0.0
Argendrak,hp,86,751,214,5,209,1,5,2.321928
Argendrak,attack,35,751,247,2,245,1,2,1.0
Argendrak,defense,97,751,217,3,214,1,3,1.584963
Argendrak,special attack,32,751,148,0,148,0,0,0.0
Argendrak,special defense,58,751,159,1,158,1,1,-0.0
Argendrak,speed,87,751,241,1,240,1,1,-0.0
Argendrak,base_stat_total,395,751,184,0,184,0,0,0.0
Argendrak,weight,145,751,110,0,110,0,0,0.0
Argendrak,height,2,751,94,11,83,1,11,3.459432
Argendrak,move,Dynamax Cannon,751,377,1,376,1,1,-0.0
Argenshim,classification,Mercury Geminon,586,145,38,107,1,39,5.285402
Argenshim,types,dragon,586,98,64,34,1,67,6.066089
Argenshim,ability,Hydration,586,84,5,79,1,5,2.321928
Argenshim,hp,126,586,158,1,157,1,1,-0.0
Argenshim,attack,56,586,167,1,166,1,1,-0.0
Argenshim,defense,160,586,148,2,146,1,2,1.0
Argenshim,special attack,54,586,116,0,116,0,0,0.0
Argenshim,special defense,97,586,97,0,97,0,0,0.0
Argenshim,speed,139,586,177,0,177,0,0,0.0
Argenshim,base_stat_total,632,586,134,0,134,0,0,0.0
Argenshim,weight,247,586,83,0,83,0,0,0.0
Argenshim,height,3,586,73,8,65,1,8,3.0
Argenshim,move,Dragon Rage,586,279,11,268,1,12,3.584963
Argentsheen,classification,Mercury Geminon,459,132,31,101,1,33,5.044394
Argentsheen,types,dragon | steel,459,84,10,74,1,10,3.321928
Argentsheen,ability,Illusion,459,71,0,71,0,0,0.0
Argentsheen,hp,175,459,117,2,115,1,2,1.0
Argentsheen,attack,66,459,133,0,133,0,0,0.0
Argentsheen,defense,197,459,111,1,110,1,1,-0.0
Argentsheen,special attack,64,459,90,0,90,0,0,0.0
Argentsheen,special defense,116,459,96,0,96,0,0,0.0
Argentsheen,speed,163,459,146,2,144,1,2,1.0
Argentsheen,base_stat_total,781,459,127,0,127,0,0,0.0
Argentsheen,weight,304,459,65,0,65,0,0,0.0
Argentsheen,height,4,459,63,2,61,1,2,1.0
Argentsheen,move,Steel Beam,459,222,8,214,1,8,3.0
Armaladon,classification,Mantis Geminon,703,241,127,114,1,133,7.055282
Armaladon,types,fighting | bug,703,192,46,146,1,47,5.554589
Armaladon,ability,Anticipation,703,110,0,110,0,0,0.0
Armaladon,hp,58,703,147,1,146,1,1,-0.0
Armaladon,attack,110,703,193,2,191,1,2,1.0
Armaladon,defense,57,703,145,3,142,1,3,1.584963
Armaladon,special attack,142,703,118,1,117,1,1,-0.0
Armaladon,special defense,178,703,99,0,99,0,0,0.0
Armaladon,speed,184,703,200,0,200,0,0,0.0
Armaladon,base_stat_total,729,703,147,0,147,0,0,0.0
Armaladon,weight,2707,703,173,0,173,0,0,0.0
Armaladon,height,12,703,147,4,143,1,4,2.0
Armaladon,move,Flying Press,703,317,3,314,1,3,1.584963
Armalume,classification,Mantis Geminon,660,224,69,155,1,74,6.209453
Armalume,types,fighting | bug,660,185,45,140,1,47,5.554589
Armalume,ability,Illuminate,660,108,0,108,0,0,0.0
Armalume,hp,44,660,123,0,123,0,0,0.0
Armalume,attack,79,660,168,2,166,1,2,1.0
Armalume,defense,51,660,133,2,131,1,2,1.0
Armalume,special attack,128,660,127,3,124,1,3,1.584963
Armalume,special defense,125,660,98,0,98,0,0,0.0
Armalume,speed,166,660,170,0,170,0,0,0.0
Armalume,base_stat_total,593,660,114,0,114,0,0,0.0
Armalume,weight,2062,660,127,0,127,0,0,0.0
Armalume,height,9,660,133,3,130,1,3,1.584963
Armalume,move,Skitter Smack,660,303,0,303,0,0,0.0
Armant,classification,Mantis Geminon,726,294,51,243,1,52,5.70044
Armant,types,fighting,726,226,116,110,1,122,6.930737
Armant,ability,Light Metal,726,117,0,117,0,0,0.0
Armant,hp,30,726,112,1,111,1,1,-0.0
Armant,attack,53,726,152,1,151,1,1,-0.0
Armant,defense,31,726,131,3,128,1,3,1.584963
Armant,special attack,75,726,101,2,99,1,2,1.0
Armant,special defense,85,726,85,3,82,1,3,1.584963
Armant,speed,104,726,160,0,160,0,0,0.0
Armant,base_stat_total,378,726,95,0,95,0,0,0.0
Armant,weight,1289,726,183,0,183,0,0,0.0
Armant,height,6,726,170,11,159,1,11,3.459432
Armant,move,Secret Sword,726,265,1,264,1,1,-0.0
Arumaura,classification,Flower Geminon,481,135,33,102,1,34,5.087463
Arumaura,types,fairy | grass,481,126,22,104,1,22,4.459432
Arumaura,ability,Simple,481,92,3,89,1,3,1.584963
Arumaura,hp,83,481,102,1,101,1,1,-0.0
Arumaura,attack,21,481,114,0,114,0,0,0.0
Arumaura,defense,43,481,100,1,99,1,1,-0.0
Arumaura,special attack,166,481,98,0,98,0,0,0.0
Arumaura,special defense,86,481,87,1,86,1,1,-0.0
Arumaura,speed,87,481,129,1,128,1,1,-0.0
Arumaura,base_stat_total,486,481,95,0,95,0,0,0.0
Arumaura,weight,860,481,87,0,87,0,0,0.0
Arumaura,height,5,481,86,2,84,1,2,1.0
Arumaura,move,Aromatherapy,481,234,0,234,0,0,0.0
Arumleaf,classification,Leaf Geminon,643,187,50,137,1,50,5.643856
Arumleaf,types,fairy | grass,643,134,10,124,1,10,3.321928
Arumleaf,ability,Klutz,643,115,0,115,0,0,0.0
Arumleaf,hp,53,643,178,1,177,1,1,-0.0
Arumleaf,attack,13,643,201,1,200,1,1,-0.0
Arumleaf,defense,26,643,173,0,173,0,0,0.0
Arumleaf,special attack,104,643,148,2,146,1,2,1.0
Arumleaf,special defense,55,643,122,3,119,1,3,1.584963
Arumleaf,speed,58,643,232,3,229,1,3,1.584963
Arumleaf,base_stat_total,309,643,153,0,153,0,0,0.0
Arumleaf,weight,506,643,103,0,103,0,0,0.0
Arumleaf,height,3,643,92,7,85,1,7,2.807355
Arumleaf,move,Forests Curse,643,375,0,375,0,0,0.0
Astralith,classification,Stone Geminon,335,110,34,76,1,34,5.087463
Astralith,types,psychic | rock,335,82,6,76,1,6,2.584963
Astralith,ability,Power Construct,335,72,1,71,1,1,-0.0
Astralith,hp,85,335,61,0,61,0,0,0.0
Astralith,attack,107,335,74,1,73,1,1,-0.0
Astralith,defense,110,335,57,1,56,1,1,-0.0
Astralith,special attack,109,335,49,0,49,0,0,0.0
Astralith,special defense,89,335,38,1,37,1,1,-0.0
Astralith,speed,120,335,79,0,79,0,0,0.0
Astralith,base_stat_total,620,335,57,0,57,0,0,0.0
Astralith,weight,366,335,42,0,42,0,0,0.0
Astralith,height,36,335,34,0,34,0,0,0.0
Astralith,move,Glitzy Glow,335,144,2,142,1,2,1.0
Astralune,classification,Dune Geminon,469,129,25,104,1,27,4.754888
Astralune,types,psychic,469,120,63,57,1,66,6.044394
Astralune,ability,Sand Rush,469,109,8,101,1,8,3.0
Astralune,hp,69,469,74,1,73,1,1,-0.0
Astralune,attack,91,469,99,1,98,1,1,-0.0
Astralune,defense,94,469,86,3,83,1,3,1.584963
Astralune,special attack,83,469,64,0,64,0,0,0.0
Astralune,special defense,78,469,74,1,73,1,1,-0.0
Astralune,speed,96,469,95,1,94,1,1,-0.0
Astralune,base_stat_total,511,469,76,0,76,0,0,0.0
Astralune,weight,311,469,59,0,59,0,0,0.0
Astralune,height,31,469,52,0,52,0,0,0.0
Astralune,move,Teleport,469,193,15,178,1,16,4.0
Astrin,classification,Light Geminon,754,216,52,164,1,52,5.70044
Astrin,types,psychic,754,189,112,77,1,125,6.965784
Astrin,ability,Berserk,754,113,0,113,0,0,0.0
Astrin,hp,44,754,188,1,187,1,1,-0.0
Astrin,attack,57,754,199,1,198,1,1,-0.0
Astrin,defense,57,754,183,0,183,0,0,0.0
Astrin,special attack,52,754,149,0,149,0,0,0.0
Astrin,special defense,47,754,138,2,136,1,2,1.0
Astrin,speed,64,754,228,3,225,1,3,1.584963
Astrin,base_stat_total,321,754,174,0,174,0,0,0.0
Astrin,weight,183,754,141,0,141,0,0,0.0
Astrin,height,18,754,119,4,115,1,4,2.0
Astrin,move,Lunar Dance,754,339,0,339,0,0,0.0
Astrion,classification,Orb Geminon,755,283,29,254,1,29,4.857981
Astrion,types,ghost,755,242,137,105,1,151,7.238405
Astrion,ability,Super Luck,755,95,3,92,1,3,1.584963
Astrion,hp,25,755,132,1,131,1,1,-0.0
Astrion,attack,107,755,145,0,145,0,0,0.0
Astrion,defense,78,755,137,2,135,1,2,1.0
Astrion,special attack,98,755,98,0,98,0,0,0.0
Astrion,special defense,20,755,86,0,86,0,0,0.0
Astrion,speed,37,755,161,1,160,1,1,-0.0
Astrion,base_stat_total,365,755,149,0,149,0,0,0.0
Astrion,weight,266,755,172,0,172,0,0,0.0
Astrion,height,6,755,152,2,150,1,2,1.0
Astrion,move,Astral Barrage,755,247,26,221,1,26,4.70044
Astrolithon,classification,Meteor Geminon,483,112,18,94,1,18,4.169925
Astrolithon,types,ghost | rock,483,82,16,66,1,17,4.087463
Astrolithon,ability,Toxic Boost,483,66,1,65,1,1,-0.0
Astrolithon,hp,39,483,142,1,141,1,1,-0.0
Astrolithon,attack,159,483,149,0,149,0,0,0.0
Astrolithon,defense,121,483,135,3,132,1,3,1.584963
Astrolithon,special attack,167,483,96,2,94,1,2,1.0
Astrolithon,special defense,33,483,83,1,82,1,1,-0.0
Astrolithon,speed,56,483,165,3,162,1,3,1.584963
Astrolithon,base_stat_total,575,483,125,0,125,0,0,0.0
Astrolithon,weight,426,483,59,0,59,0,0,0.0
Astrolithon,height,10,483,55,1,54,1,1,-0.0
Astrolithon,move,Stone Edge,483,235,33,202,1,35,5.129283
Astrolumi,classification,Comet Geminon,195,33,1,32,1,1,-0.0
Astrolumi,types,normal | psychic,195,28,1,27,1,1,-0.0
Astrolumi,ability,Levitate,195,29,0,29,0,0,0.0
Astrolumi,hp,64,195,74,1,73,1,1,-0.0
Astrolumi,attack,71,195,74,0,74,0,0,0.0
Astrolumi,defense,73,195,60,0,60,0,0,0.0
Astrolumi,special attack,84,195,59,0,59,0,0,0.0
Astrolumi,special defense,73,195,44,0,44,0,0,0.0
Astrolumi,speed,70,195,92,0,92,0,0,0.0
Astrolumi,base_stat_total,435,195,63,1,62,1,1,-0.0
Astrolumi,weight,263,195,22,0,22,0,0,0.0
Astrolumi,height,1,195,17,1,16,1,1,-0.0
Astrolumi,move,Tail Whip,195,123,0,123,0,0,0.0
Aurispine,classification,Thorn Geminon,491,172,23,149,1,24,4.584963
Aurispine,types,bug | grass,491,119,17,102,1,18,4.169925
Aurispine,ability,Iron Fist,491,84,4,80,1,4,2.0
Aurispine,hp,86,491,114,0,114,0,0,0.0
Aurispine,attack,183,491,143,0,143,0,0,0.0
Aurispine,defense,70,491,111,0,111,0,0,0.0
Aurispine,special attack,130,491,88,2,86,1,2,1.0
Aurispine,special defense,162,491,82,0,82,0,0,0.0
Aurispine,speed,27,491,139,2,137,1,2,1.0
Aurispine,base_stat_total,658,491,121,1,120,1,1,-0.0
Aurispine,weight,1280,491,79,0,79,0,0,0.0
Aurispine,height,9,491,65,3,62,1,3,1.584963
Aurispine,move,Needle Arm,491,210,0,210,0,0,0.0
Aurispora,classification,Spore Geminon,554,201,40,161,1,41,5.357552
Aurispora,types,bug,554,149,83,66,1,88,6.459432
Aurispora,ability,Pixilate,554,62,0,62,0,0,0.0
Aurispora,hp,52,554,106,3,103,1,3,1.584963
Aurispora,attack,108,554,150,3,147,1,3,1.584963
Aurispora,defense,48,554,111,2,109,1,2,1.0
Aurispora,special attack,81,554,84,1,83,1,1,-0.0
Aurispora,special defense,97,554,80,1,79,1,1,-0.0
Aurispora,speed,18,554,150,2,148,1,2,1.0
Aurispora,base_stat_total,404,554,121,2,119,1,2,1.0
Aurispora,weight,800,554,102,0,102,0,0,0.0
Aurispora,height,6,554,92,7,85,1,7,2.807355
Aurispora,move,Rage Powder,554,221,0,221,0,0,0.0
Baxtel,classification,Bird Geminon,259,54,32,22,1,32,5.0
Baxtel,types,flying,259,63,49,14,1,51,5.672425
Baxtel,ability,Magician,259,28,0,28,0,0,0.0
Baxtel,hp,70,259,64,3,61,1,3,1.584963
Baxtel,attack,68,259,76,0,76,0,0,0.0
Baxtel,defense,79,259,63,1,62,1,1,-0.0
Baxtel,special attack,68,259,56,5,51,1,5,2.321928
Baxtel,special defense,72,259,46,0,46,0,0,0.0
Baxtel,speed,85,259,104,1,103,1,1,-0.0
Baxtel,base_stat_total,442,259,55,0,55,0,0,0.0
Baxtel,weight,24,259,42,0,42,0,0,0.0
Baxtel,height,7,259,44,1,43,1,1,-0.0
Baxtel,move,Pluck,259,125,0,125,0,0,0.0
Baxtrill,classification,Bird Geminon,197,36,9,27,1,9,3.169925
Baxtrill,types,flying,197,42,36,6,1,42,5.392317
Baxtrill,ability,Sand Rush,197,26,0,26,0,0,0.0
Baxtrill,hp,109,197,61,1,60,1,1,-0.0
Baxtrill,attack,108,197,63,1,62,1,1,-0.0
Baxtrill,defense,130,197,65,0,65,0,0,0.0
Baxtrill,special attack,109,197,42,0,42,0,0,0.0
Baxtrill,special defense,113,197,45,3,42,1,3,1.584963
Baxtrill,speed,136,197,84,0,84,0,0,0.0
Baxtrill,base_stat_total,705,197,36,0,36,0,0,0.0
Baxtrill,weight,36,197,24,0,24,0,0,0.0
Baxtrill,height,10,197,19,0,19,0,0,0.0
Baxtrill,move,Beak Blast,197,91,0,91,0,0,0.0
Baxtrivine,classification,Vine Geminon,206,47,18,29,1,18,4.169925
Baxtrivine,types,flying | grass,206,35,9,26,1,9,3.169925
Baxtrivine,ability,Weak Armor,206,38,0,38,0,0,0.0
Baxtrivine,hp,128,206,47,0,47,0,0,0.0
Baxtrivine,attack,141,206,54,0,54,0,0,0.0
Baxtrivine,defense,152,206,62,2,60,1,2,1.0
